Chrom	Start	End	Module	Gene
chr12	53614456	53615768	Module_8387	CSAD
chr12	53614456	53615768	Module_8387	MFSD5
chr12	53635340	53636059	Module_8391	MFSD5
chr12	53614456	53615768	Module_8387	RARG
chr12	53635340	53636059	Module_8391	RARG
chr12	53614456	53615768	Module_8387	ZNF740
chr1	53791726	53792918	Module_1484	C1orf123
chr1	53791726	53792918	Module_1484	LRP8
chr1	53791726	53792918	Module_1484	CPT2
chr1	53791726	53792918	Module_1484	MAGOH
chr12	53886570	53887661	Module_8399	PCBP2
chr12	53886570	53887661	Module_8399	PRR13
chr12	53886570	53887661	Module_8399	TARBP2
chr12	53886570	53887661	Module_8399	MAP3K12
chr19	54371810	54373038	Module_19223	CACNG7
chr19	54483400	54484752	Module_19237	CACNG7
chr19	54371810	54373038	Module_19223	MYADM
chr19	54483400	54484752	Module_19237	CACNG6
chr12	54558022	54558606	Module_8415	SMUG1
chr12	54652982	54653660	Module_8424	SMUG1
chr12	54652982	54653660	Module_8424	CBX5
chr12	54652982	54653660	Module_8424	COPZ1
chr12	54652982	54653660	Module_8424	HNRNPA1
chr12	54652982	54653660	Module_8424	HNRNPA1P10
chr12	54652982	54653660	Module_8424	NFE2
chr1	54776180	54776797	Module_1504	MRPL37
chr1	54776180	54776797	Module_1504	CYB5RL
chr2	54784965	54785733	Module_20091	SPTBN1
chr8	54792104	54794024	Module_36139	TCEA1
chr12	54825514	54826295	Module_8447	ITGA5
chr1	55007727	55008517	Module_1516	TTC4
chr14	55031809	55033737	Module_10702	GMFB
chr14	55031809	55033737	Module_10702	SAMD4A
chr14	55031809	55033737	Module_10702	CGRRF1
chr15	55581308	55583093	Module_11992	RSL24D1
chr15	55581308	55583093	Module_11992	CCPG1
chr15	55581308	55583093	Module_11992	PIGB
chr15	55581308	55583093	Module_11992	DYX1C1
chr19	55597437	55598955	Module_19277	PPP1R12C
chr19	55657506	55658754	Module_19284	PPP1R12C
chr19	55657506	55658754	Module_19284	TNNI3
chr19	55657506	55658754	Module_19284	TNNT1
chr20	55773263	55774193	Module_23202	BMP7
chr20	55786817	55788023	Module_23203	BMP7
chr20	55773263	55774193	Module_23202	CTCFL
chr20	55786817	55788023	Module_23203	CTCFL
chr18	55855961	55856663	Module_17063	NEDD4L
chr15	56033498	56034316	Module_12007	PRTG
chr19	56116241	56117095	Module_19340	FIZ1
chr19	56116241	56117095	Module_19340	ZNF579
chr19	56116241	56117095	Module_19340	ZNF784
chr19	56116241	56117095	Module_19340	ZNF581
chr19	56116241	56117095	Module_19340	ZNF524
chr19	56116241	56117095	Module_19340	EPN1
chr19	56116241	56117095	Module_19340	U2AF2
chr19	56116241	56117095	Module_19340	CCDC106
chr19	56116241	56117095	Module_19340	SBK2
chr12	56139206	56139952	Module_8469	ORMDL2
chr12	56139206	56139952	Module_8469	CD63
chr12	56139206	56139952	Module_8469	BLOC1S1
chr12	56139206	56139952	Module_8469	ITGA7
chr12	56139206	56139952	Module_8469	SARNP
chr12	56139206	56139952	Module_8469	GDF11
chr12	56139206	56139952	Module_8469	TMEM198B
chr12	56139206	56139952	Module_8469	DNAJC14
chr4	56147332	56147866	Module_28090	SRD5A3
chr12	56401121	56401820	Module_8476	RPS26
chr12	56401121	56401820	Module_8476	SUOX
chr12	56401121	56401820	Module_8476	CDK2
chr12	56401121	56401820	Module_8476	PMEL
chr12	56401121	56401820	Module_8476	RAB5B
chr12	56401121	56401820	Module_8476	ERBB3
chr4	56914828	56915847	Module_28109	CEP135
chr4	56914828	56915847	Module_28109	EXOC1
chr4	56914828	56915847	Module_28109	KIAA1211
chr3	57193220	57193804	Module_25867	IL17RD
chr3	57193220	57193804	Module_25867	HESX1
chr11	57225547	57226490	Module_6272	RTN4RL2
chr11	57260839	57261392	Module_6277	RTN4RL2
chr11	57281409	57282665	Module_6280	RTN4RL2
chr11	57225547	57226490	Module_6272	SLC43A3
chr11	57260839	57261392	Module_6277	SLC43A3
chr11	57281409	57282665	Module_6280	SLC43A3
chr11	57260839	57261392	Module_6277	TIMM10
chr11	57281409	57282665	Module_6280	TIMM10
chr11	57405238	57405986	Module_6289	TIMM10
chr11	57260839	57261392	Module_6277	SLC43A1
chr11	57281409	57282665	Module_6280	SLC43A1
chr11	57281409	57282665	Module_6280	UBE2L6
chr11	57405238	57405986	Module_6289	UBE2L6
chr11	57405238	57405986	Module_6289	SERPING1
chr11	57415005	57416763	Module_6296	SERPING1
chr11	57405238	57405986	Module_6289	TMX2
chr11	57415005	57416763	Module_6296	TMX2
chr11	57405238	57405986	Module_6289	ZDHHC5
chr11	57415005	57416763	Module_6296	ZDHHC5
chr11	57405238	57405986	Module_6289	MED19
chr11	57415005	57416763	Module_6296	MED19
chr11	57405238	57405986	Module_6289	CLP1
chr11	57415005	57416763	Module_6296	CLP1
chr11	57405238	57405986	Module_6289	CTNND1
chr12	57479947	57482085	Module_8515	TAC3
chr12	57479947	57482085	Module_8515	STAT6
chr12	57479947	57482085	Module_8515	ZBTB39
chr12	57479947	57482085	Module_8515	NAB2
chr18	57567794	57568397	Module_17106	PMAIP1
chr15	57598388	57599268	Module_12029	CGNL1
chr3	57741484	57742722	Module_25879	SLMAP
chr3	58005521	58006394	Module_25892	SLMAP
chr3	58034877	58035563	Module_25901	SLMAP
chr3	57741484	57742722	Module_25879	DENND6A
chr3	57741484	57742722	Module_25879	ARF4
chr3	57741484	57742722	Module_25879	PDE12
chr12	57854658	57856860	Module_8543	INHBE
chr12	57854658	57856860	Module_8543	GLI1
chr12	57854658	57856860	Module_8543	MARS
chr12	57854658	57856860	Module_8543	DDIT3
chr12	57854658	57856860	Module_8543	R3HDM2
chr12	57854658	57856860	Module_8543	DCTN2
chr12	57854658	57856860	Module_8543	KIF5A
chr17	57930514	57931126	Module_15824	RPS6KB1
chr17	57930514	57931126	Module_15824	TUBD1
chr3	58005521	58006394	Module_25892	FLNB
chr3	58034877	58035563	Module_25901	FLNB
chr16	58060550	58062142	Module_13785	MMP15
chr16	58060550	58062142	Module_13785	USB1
chr17	58222807	58223324	Module_15830	HEATR6
chr16	58453337	58453944	Module_13804	GINS3
chr3	58482050	58483395	Module_25921	KCTD6
chr3	58566800	58567519	Module_25927	KCTD6
chr19	58665996	58666743	Module_19398	ZNF274
chr19	58665996	58666743	Module_19398	ZNF544
chr19	58665996	58666743	Module_19398	ZNF329
chr19	58665996	58666743	Module_19398	ZSCAN18
chr19	58665996	58666743	Module_19398	ZNF135
chr15	59646130	59647268	Module_12055	MYO1E
chr5	60093375	60093928	Module_29650	ELOVL7
chr17	60730299	60731803	Module_15862	METTL2A
chr17	60730299	60731803	Module_15862	MRC2
chr13	60732366	60732920	Module_10015	DIAPH3
chr2	60777264	60778158	Module_20129	BCL11A
chr15	60884375	60885219	Module_12076	RORA
chr20	60942993	60944428	Module_23317	CABLES2
chr20	60942993	60944428	Module_23317	ADRM1
chr20	60942993	60944428	Module_23317	LAMA5
chr20	60942993	60944428	Module_23317	RPS21
chr13	60971150	60972094	Module_10021	TDRD3
chr14	61187803	61190088	Module_10777	SIX4
chr14	61187803	61190088	Module_10777	MNAT1
chr14	61227295	61227982	Module_10778	MNAT1
chr11	61393979	61394810	Module_6358	SYT7
chr8	61564187	61564846	Module_36221	CHD7
chr8	61564187	61564846	Module_36221	RAB2A
chr8	61564187	61564846	Module_36221	CA8
chr11	61582426	61583220	Module_6368	TMEM258
chr11	61582426	61583220	Module_6368	FEN1
chr11	61582426	61583220	Module_6368	FADS1
chr11	61582426	61583220	Module_6368	FADS2
chr11	61582426	61583220	Module_6368	FADS3
chr20	62272692	62274530	Module_23428	HELZ2
chr20	62272692	62274530	Module_23428	ARFRP1
chr20	62371868	62372743	Module_23437	ARFRP1
chr20	62272692	62274530	Module_23428	RTEL1
chr20	62272692	62274530	Module_23428	ZGPAT
chr20	62371868	62372743	Module_23437	ZGPAT
chr20	62272692	62274530	Module_23428	ZBTB46
chr20	62371868	62372743	Module_23437	ZBTB46
chr20	62272692	62274530	Module_23428	STMN3
chr20	62272692	62274530	Module_23428	GMEB2
chr11	62312404	62313736	Module_6390	EEF1G
chr11	62312404	62313736	Module_6390	AHNAK
chr20	62371868	62372743	Module_23437	LIME1
chr20	62371868	62372743	Module_23437	SLC2A4RG
chr3	62400995	62401613	Module_25946	PTPRG-AS1
chr3	62400995	62401613	Module_25946	C3orf14
chr11	62476670	62477395	Module_6401	TTC9C
chr11	62476670	62477395	Module_6401	BSCL2
chr11	62476670	62477395	Module_6401	ZBTB3
chr11	62476670	62477395	Module_6401	GNG3
chr11	62476670	62477395	Module_6401	METTL12
chr11	62476670	62477395	Module_6401	UBXN1
chr11	62476670	62477395	Module_6401	GANAB
chr11	62476670	62477395	Module_6401	POLR2G
chr1	62663898	62664605	Module_1571	L1TD1
chr3	62859439	62860185	Module_25950	LINC00698
chr3	62859439	62860185	Module_25950	CADPS
chr11	63530019	63532152	Module_6419	C11orf84
chr11	63530019	63532152	Module_6419	C11orf95
chr11	63685077	63685872	Module_6430	MARK2
chr11	63686448	63687247	Module_6431	MARK2
chr17	63542076	63542947	Module_15927	AXIN2
chr17	63555887	63557185	Module_15931	AXIN2
chr17	63568764	63569484	Module_15932	AXIN2
chr17	63555887	63557185	Module_15931	CEP112
chr17	63568764	63569484	Module_15932	CEP112
chr11	63685077	63685872	Module_6430	COX8A
chr11	63686448	63687247	Module_6431	COX8A
chr11	63685077	63685872	Module_6430	RCOR2
chr11	63686448	63687247	Module_6431	RCOR2
chr11	63687522	63688869	Module_6432	RCOR2
chr11	63685077	63685872	Module_6430	NAA40
chr11	63686448	63687247	Module_6431	NAA40
chr11	63687522	63688869	Module_6432	NAA40
chr11	63685077	63685872	Module_6430	OTUB1
chr11	63686448	63687247	Module_6431	OTUB1
chr1	63760181	63761067	Module_1582	FOXD3
chr3	63897302	63899165	Module_25968	ATXN7
chr3	63897302	63899165	Module_25968	PSMD6
chr3	63897302	63899165	Module_25968	THOC7
chr5	64001629	64002511	Module_29686	FAM159B
chr11	64036979	64038320	Module_6451	DNAJC4
chr11	64036979	64038320	Module_6451	NUDT22
chr11	64036979	64038320	Module_6451	VEGFB
chr11	64036979	64038320	Module_6451	FKBP2
chr11	64036979	64038320	Module_6451	BAD
chr11	64036979	64038320	Module_6451	GPR137
chr11	64036979	64038320	Module_6451	PLCB3
chr11	64036979	64038320	Module_6451	PPP1R14B
chr11	64036979	64038320	Module_6451	TRPT1
chr11	64036979	64038320	Module_6451	PRDX5
chr11	64036979	64038320	Module_6451	TRMT112
chr11	64036979	64038320	Module_6451	ESRRA
chr2	64067630	64068298	Module_20182	WDPCP
chr2	64067630	64068298	Module_20182	VPS54
chr2	64067630	64068298	Module_20182	UGP2
chr15	64171177	64171713	Module_12118	HERC1
chr1	64240504	64242014	Module_1597	ROR1
chr6	64345364	64346235	Module_32196	PHF3
chr11	64512149	64513840	Module_6473	PYGM
chr11	64530008	64531600	Module_6474	PYGM
chr11	64512149	64513840	Module_6473	RASGRP2
chr11	64530008	64531600	Module_6474	RASGRP2
chr11	64530008	64531600	Module_6474	SF1
chr11	64530008	64531600	Module_6474	MAP4K2
chr11	64530008	64531600	Module_6474	MEN1
chr14	64804952	64805774	Module_10801	MTHFD1
chr14	64858012	64858674	Module_10802	MTHFD1
chr14	64970136	64970774	Module_10805	MTHFD1
chr14	64970136	64970774	Module_10805	ZBTB1
chr14	64970136	64970774	Module_10805	HSPA2
chr14	64970136	64970774	Module_10805	ZBTB25
chr11	64979493	64980167	Module_6503	POLA2
chr11	64979493	64980167	Module_6503	SLC22A20
chr11	64979493	64980167	Module_6503	CAPN1
chr15	65099506	65100380	Module_12144	RBPMS2
chr15	65102790	65103296	Module_12147	RBPMS2
chr15	65099506	65100380	Module_12144	PIF1
chr15	65102790	65103296	Module_12147	PIF1
chr15	65099506	65100380	Module_12144	PLEKHO2
chr15	65102790	65103296	Module_12147	PLEKHO2
chr5	65220673	65221794	Module_29697	SGTB
chr5	65220673	65221794	Module_29697	NLN
chr5	65220673	65221794	Module_29697	SREK1
chr11	65244660	65245447	Module_6519	MALAT1
chr11	65254989	65256287	Module_6520	MALAT1
chr11	65244660	65245447	Module_6519	SCYL1
chr11	65254989	65256287	Module_6520	SCYL1
chr11	65244660	65245447	Module_6519	NEAT1
chr10	65389211	65390785	Module_4395	REEP3
chr10	65389211	65390785	Module_4395	JMJD1C
chr1	65532052	65534020	Module_1626	AK4
chr1	65532052	65534020	Module_1626	JAK1
chr1	65744501	65745286	Module_1637	DNAJC6
chr15	65595808	65598064	Module_12173	PARP16
chr15	65647253	65648577	Module_12175	IGDCC3
chr17	65747961	65749454	Module_15955	NOL11
chr14	65801387	65801887	Module_10842	FUT8
chr11	66079317	66080880	Module_6575	RIN1
chr11	66079317	66080880	Module_6575	CNIH2
chr11	66079317	66080880	Module_6575	YIF1A
chr11	66079317	66080880	Module_6575	BRMS1
chr11	66079317	66080880	Module_6575	RAB1B
chr11	66079317	66080880	Module_6575	SLC29A2
chr17	66201447	66202485	Module_15970	WIPI1
chr3	66492587	66493124	Module_26001	LRIG1
chr11	66623531	66624335	Module_6604	RCE1
chr11	66623531	66624335	Module_6604	LRFN4
chr8	66752943	66754869	Module_36267	PDE7A
chr15	66766324	66767209	Module_12203	ZWILCH
chr15	66766324	66767209	Module_12203	SNAPC5
chr15	66766324	66767209	Module_12203	RPL4
chr15	66766324	66767209	Module_12203	LCTL
chr14	66974826	66976126	Module_10846	GPHN
chr16	67279861	67280893	Module_13863	TMEM208
chr16	67279861	67280893	Module_13863	E2F4
chr16	67279861	67280893	Module_13863	KIAA0895L
chr16	67279861	67280893	Module_13863	FHOD1
chr16	67279861	67280893	Module_13863	PLEKHG4
chr16	67279861	67280893	Module_13863	ELMO3
chr15	67322172	67323507	Module_12219	SMAD3
chr17	67446187	67446820	Module_15996	MAP2K6
chr12	67462506	67463788	Module_8632	GRIP1
chr12	67462506	67463788	Module_8632	CAND1
chr5	67511104	67512637	Module_29712	PIK3R1
chr2	67556853	67557590	Module_20230	ETAA1
chr2	67616730	67617570	Module_20234	ETAA1
chr16	67571073	67572927	Module_13878	CTCF
chr5	68218036	68218749	Module_29717	SLC30A5
chr11	68462001	68462675	Module_6677	GAL
chr11	68516955	68518342	Module_6683	GAL
chr16	68679456	68680316	Module_13917	CDH1
chr16	68812402	68813169	Module_13927	CDH1
chr16	68679456	68680316	Module_13917	CDH3
chr16	68679456	68680316	Module_13917	ZFP90
chr1	68759175	68760157	Module_1675	WLS
chr16	68812402	68813169	Module_13927	TANGO6
chr15	69109621	69111821	Module_12257	ANP32A
chr16	69597740	69598368	Module_13946	NFAT5
chr10	69621425	69622419	Module_4406	SIRT1
chr10	69694980	69695480	Module_4408	SIRT1
chr14	70040332	70041014	Module_10888	CCDC177
chr14	70179342	70180489	Module_10898	SRSF5
chr15	70391246	70392265	Module_12288	TLE3
chr16	70414014	70415768	Module_13960	IL34
chr16	70414014	70415768	Module_13960	FUK
chr16	70414014	70415768	Module_13960	DDX19A
chr16	70414014	70415768	Module_13960	AARS
chr16	70414014	70415768	Module_13960	EXOSC6
chr16	70414014	70415768	Module_13960	DDX19B
chr16	70414014	70415768	Module_13960	SF3B3
chr16	70414014	70415768	Module_13960	PDPR
chr16	70414014	70415768	Module_13960	ST3GAL2
chr16	70414014	70415768	Module_13960	COG4
chr10	71077794	71079162	Module_4437	HK1
chr14	71175350	71176072	Module_10929	TTC9
chr8	71314138	71314985	Module_36312	TRAM1
chr8	71314138	71314985	Module_36312	NCOA2
chr9	71486861	71487523	Module_37526	CBWD6
chr9	73033070	73034347	Module_37576	CBWD6
chr9	73034719	73035970	Module_37578	CBWD6
chr9	71486861	71487523	Module_37526	PIP5K1B
chr9	71486861	71487523	Module_37526	FAM122A
chr9	71486861	71487523	Module_37526	PGM5P2
chr9	73033070	73034347	Module_37576	PGM5P2
chr9	73034719	73035970	Module_37578	PGM5P2
chr5	71534292	71534975	Module_29744	MRPS27
chr5	71534292	71534975	Module_29744	PTCD2
chr4	71570207	71571456	Module_28155	RUFY3
chr4	71570207	71571456	Module_28155	GRSF1
chr17	71609250	71610193	Module_16033	SDK2
chr11	71751715	71753331	Module_6777	LAMTOR1
chr11	71751715	71753331	Module_6777	NUMA1
chr11	71751715	71753331	Module_6777	ANAPC15
chr11	71934094	71935278	Module_6780	ANAPC15
chr11	71751715	71753331	Module_6777	LRTOMT
chr11	71751715	71753331	Module_6777	ALG1L9P
chr3	71778797	71779606	Module_26047	GPR27
chr14	71786754	71787986	Module_10937	SIPA1L1
chr14	72113720	72114404	Module_10941	SIPA1L1
chr11	71934094	71935278	Module_6780	INPPL1
chr18	71948360	71949006	Module_17175	CYB5A
chr9	72438899	72439991	Module_37567	PTAR1
chr9	72438899	72439991	Module_37567	C9orf135
chr17	72755850	72756736	Module_16081	RAB37
chr17	72755850	72756736	Module_16081	SLC9A3R1
chr17	72755850	72756736	Module_16081	NAT9
chr17	72755850	72756736	Module_16081	TMEM104
chr17	72755850	72756736	Module_16081	FDXR
chr17	73029618	73031549	Module_16097	SLC16A5
chr17	73029618	73031549	Module_16097	KCTD2
chr17	73029618	73031549	Module_16097	ATP5H
chr9	73033070	73034347	Module_37576	TRPM3
chr9	73034719	73035970	Module_37578	TRPM3
chr9	73033070	73034347	Module_37576	SMC5
chr9	73034719	73035970	Module_37578	SMC5
chr2	73178137	73179561	Module_20323	SPR
chr2	73297882	73299143	Module_20329	SFXN5
chr2	73297882	73299143	Module_20329	SMYD5
chr2	73510811	73512124	Module_20343	SMYD5
chr2	73297882	73299143	Module_20329	RAB11FIP5
chr2	73510811	73512124	Module_20343	PRADC1
chr2	73510811	73512124	Module_20343	CCT7
chr11	73363191	73363863	Module_6848	PLEKHB1
chr11	73490335	73490967	Module_6853	PLEKHB1
chr11	73490335	73490967	Module_6853	PAAF1
chr11	73490335	73490967	Module_6853	FAM168A
chr11	73490335	73490967	Module_6853	COA4
chr11	73490335	73490967	Module_6853	RAB6A
chr11	73490335	73490967	Module_6853	MRPL48
chr11	73490335	73490967	Module_6853	UCP2
chr2	73510811	73512124	Module_20343	FBXO41
chr2	73510811	73512124	Module_20343	ALMS1
chr15	73679255	73680065	Module_12321	HCN4
chr17	73689841	73690862	Module_16121	SAP30BP
chr17	73689841	73690862	Module_16121	RECQL5
chr14	73702100	73703498	Module_10958	PAPLN
chr14	73702100	73703498	Module_10958	PSEN1
chr14	73702100	73703498	Module_10958	LOC101928123
chr14	73702100	73703498	Module_10958	RBM25
chr14	73702100	73703498	Module_10958	ZFYVE1
chr8	73914074	73914606	Module_36329	TERF1
chr6	74018829	74020280	Module_32239	KHDC1
chr6	74058623	74059431	Module_32240	KHDC1
chr6	74018829	74020280	Module_32239	MTO1
chr6	74058623	74059431	Module_32240	MTO1
chr17	74117576	74118825	Module_16151	EXOC7
chr17	74128218	74129334	Module_16153	EXOC7
chr17	74117576	74118825	Module_16151	FOXJ1
chr17	74128218	74129334	Module_16153	FOXJ1
chr17	74128218	74129334	Module_16153	RNF157
chr2	74211241	74212384	Module_20351	STAMBP
chr2	74211241	74212384	Module_20351	TET3
chr2	74211241	74212384	Module_20351	ACTG2
chr2	74211241	74212384	Module_20351	DGUOK
chr15	74494413	74495518	Module_12344	STRA6
chr2	74618460	74619355	Module_20366	SLC4A5
chr2	74618460	74619355	Module_20366	WDR54
chr2	74618460	74619355	Module_20366	DCTN1
chr2	74618460	74619355	Module_20366	RTKN
chr2	74618460	74619355	Module_20366	WBP1
chr2	74618460	74619355	Module_20366	MOGS
chr2	74618460	74619355	Module_20366	CCDC142
chr2	74618460	74619355	Module_20366	INO80B
chr13	74709127	74710033	Module_10030	KLF12
chr18	74843838	74845279	Module_17234	MBP
chr4	74850752	74851422	Module_28186	CXCL3
chr4	74850752	74851422	Module_28186	CXCL5
chr15	74906652	74908446	Module_12375	ARID3B
chr15	74906652	74908446	Module_12375	CLK3
chr15	74906652	74908446	Module_12375	UBL7-AS1
chr15	74906652	74908446	Module_12375	UBL7
chr2	75062119	75062809	Module_20383	POLE4
chr11	75228892	75229970	Module_6890	GDPD5
chr11	75274053	75275556	Module_6895	GDPD5
chr11	75274053	75275556	Module_6895	SERPINH1
chr16	75287028	75287788	Module_14049	BCAR1
chr10	75385139	75385926	Module_4580	AGAP5
chr10	75385139	75385926	Module_4580	USP54
chr10	75385139	75385926	Module_4580	MYOZ1
chr10	75385139	75385926	Module_4580	BMS1P4
chr16	75550447	75551604	Module_14059	KARS
chr16	75550447	75551604	Module_14059	TERF2IP
chr16	75550447	75551604	Module_14059	ADAT1
chr16	75627708	75628289	Module_14062	ADAT1
chr16	75550447	75551604	Module_14059	TMEM231
chr16	75550447	75551604	Module_14059	CHST6
chr16	75550447	75551604	Module_14059	TMEM170A
chr16	75550447	75551604	Module_14059	CFDP1
chr10	75691867	75692622	Module_4600	PLAU
chr5	75698805	75700223	Module_29800	IQGAP2
chr15	75747783	75748583	Module_12415	COMMD4
chr15	75747783	75748583	Module_12415	PTPN9
chr15	75939818	75940591	Module_12421	PTPN9
chr15	75747783	75748583	Module_12415	MAN2C1
chr15	75747783	75748583	Module_12415	NEIL1
chr15	75747783	75748583	Module_12415	SIN3A
chr2	75787012	75788481	Module_20392	MRPL19
chr2	75787012	75788481	Module_20392	GCFC2
chr9	75829504	75830599	Module_37628	ANXA1
chr15	75939818	75940591	Module_12421	SNX33
chr15	75939818	75940591	Module_12421	SNUPN
chr15	75939818	75940591	Module_12421	IMP3
chr17	75954229	75955083	Module_16239	TNRC6C
chr6	75977790	75978443	Module_32267	COX7A2
chr6	75977790	75978443	Module_32267	TMEM30A
chr13	76377204	76377737	Module_10038	LMO7
chr14	76550363	76551145	Module_11055	GPATCH2L
chr14	76604899	76605577	Module_11060	GPATCH2L
chr15	76637948	76639823	Module_12450	ETFA
chr10	76993839	76995217	Module_4624	VDAC2
chr10	76993839	76995217	Module_4624	COMTD1
chr9	77108220	77108869	Module_37634	RORB
chr15	77197266	77198019	Module_12451	TSPAN3
chr15	77197266	77198019	Module_12451	RCN2
chr15	77197266	77198019	Module_12451	SCAPER
chr16	77245929	77247219	Module_14067	SYCE1L
chr14	77804124	77805150	Module_11101	GSTZ1
chr14	77804124	77805150	Module_11101	POMT2
chr14	77804124	77805150	Module_11101	TMED8
chr5	77839046	77839546	Module_29832	SCAMP1
chr5	77839046	77839546	Module_29832	LHFPL2
chr13	77886192	77886838	Module_10055	MYCBP2
chr4	78078868	78079638	Module_28235	CCNG2
chr4	78098305	78098846	Module_28238	CCNG2
chr4	78099620	78100166	Module_28239	CCNG2
chr4	78078868	78079638	Module_28235	CCNI
chr4	78078868	78079638	Module_28235	SEPT11
chr11	78127913	78128946	Module_6964	GAB2
chr11	78127913	78128946	Module_6964	NARS2
chr13	78271281	78272854	Module_10062	SLAIN1
chr13	78427773	78428305	Module_10070	SLAIN1
chr5	78279826	78281410	Module_29842	ARSB
chr5	78279826	78281410	Module_29842	JMY
chr17	78428224	78429233	Module_16363	ENDOV
chr17	78428224	78429233	Module_16363	RPTOR
chr17	78428224	78429233	Module_16363	NPTX1
chr17	79319369	79320497	Module_16395	SLC38A10
chr3	79374943	79375582	Module_26122	LOC101927374
chr17	80061148	80062368	Module_16452	DUS1L
chr17	80061148	80062368	Module_16452	FASN
chr17	80061148	80062368	Module_16452	RFNG
chr17	80061148	80062368	Module_16452	GPS1
chr5	80286161	80287284	Module_29873	RASGRF2
chr6	80702903	80704016	Module_32312	ELOVL4
chr6	80702903	80704016	Module_32312	TTK
chr10	80733229	80734064	Module_4654	ZMIZ1
chr13	80870985	80871738	Module_10092	SPRY2
chr12	81077858	81078358	Module_8752	MYF6
chr12	81330237	81331067	Module_8759	ACSS3
chr12	81330237	81331067	Module_8759	LIN7A
chr16	81477940	81479168	Module_14101	GAN
chr16	81477940	81479168	Module_14101	PKD1L2
chr14	81636046	81637172	Module_11110	GTF2A1
chr14	81636046	81637172	Module_11110	SEL1L
chr14	81901841	81903094	Module_11119	SEL1L
chr14	81636046	81637172	Module_11110	STON2
chr14	81901841	81903094	Module_11119	STON2
chr10	82224337	82224932	Module_4707	MAT1A
chr10	82224337	82224932	Module_4707	FAM213A
chr10	82224337	82224932	Module_4707	TSPAN14
chr5	82322725	82323329	Module_29900	TMEM167A
chr5	82322725	82323329	Module_29900	XRCC4
chr12	82722920	82723838	Module_8766	METTL25
chr12	82722920	82723838	Module_8766	CCDC59
chr5	82768161	82769799	Module_29906	VCAN
chr6	83073451	83075425	Module_32325	IBTK
chr6	83073451	83075425	Module_32325	TPBG
chr1	84543333	84544048	Module_1747	PRKACB
chr1	84543333	84544048	Module_1747	TTLL7
chr16	84580793	84581747	Module_14170	TLDC1
chr6	84685767	84686636	Module_32340	MRAP2
chr6	84761711	84762865	Module_32344	MRAP2
chr2	85482503	85483692	Module_20440	RETSAT
chr2	85482503	85483692	Module_20440	ELMOD3
chr2	85482503	85483692	Module_20440	TCF7L1
chr2	85482503	85483692	Module_20440	TGOLN2
chr4	85487049	85487594	Module_28289	CDS1
chr16	85643832	85645998	Module_14216	GSE1
chr16	85643832	85645998	Module_14216	GINS2
chr16	85643832	85645998	Module_14216	EMC8
chr16	85643832	85645998	Module_14216	COX4I1
chr16	85643832	85645998	Module_14216	C16orf74
chr5	85940606	85941346	Module_29916	COX7C
chr12	86342499	86343522	Module_8778	NTS
chr7	87555873	87556671	Module_34439	ADAM22
chr7	87555873	87556671	Module_34439	DBF4
chr7	87555873	87556671	Module_34439	SLC25A40
chr16	87908166	87908770	Module_14297	SLC7A5
chr11	88040977	88042187	Module_7017	CTSC
chr11	88040977	88042187	Module_7017	RAB38
chr16	88599682	88601291	Module_14300	ZC3H18
chr16	88705530	88706356	Module_14306	ZC3H18
chr2	88629642	88630166	Module_20496	LOC654342
chr2	88742899	88743529	Module_20499	LOC654342
chr2	88817199	88817699	Module_20501	LOC654342
chr2	95872794	95873546	Module_20517	LOC654342
chr2	88629642	88630166	Module_20496	FOXI3
chr2	88742899	88743529	Module_20499	FOXI3
chr2	88817199	88817699	Module_20501	FOXI3
chr2	88629642	88630166	Module_20496	THNSL2
chr16	88705530	88706356	Module_14306	CYBA
chr16	88705530	88706356	Module_14306	RNF166
chr16	88705530	88706356	Module_14306	CTU2
chr16	88705530	88706356	Module_14306	MVD
chr16	88705530	88706356	Module_14306	SNAI3
chr4	88841025	88842332	Module_28334	SPP1
chr6	89283601	89284813	Module_32385	LOC101928936
chr8	89378238	89378776	Module_36452	MMP16
chr10	89385469	89386713	Module_4747	PAPSS2
chr10	89621580	89622675	Module_4751	PAPSS2
chr15	89536089	89536643	Module_12652	ABHD2
chr15	89536089	89536643	Module_12652	MFGE8
chr10	89621580	89622675	Module_4751	ATAD1
chr10	89621580	89622675	Module_4751	PTEN
chr12	89747243	89748110	Module_8803	ATP2B1
chr12	89747243	89748110	Module_8803	DUSP6
chr1	89989771	89990912	Module_1814	LRRC8B
chr7	90225258	90226025	Module_34462	CDK14
chr7	90225258	90226025	Module_34462	CLDN12
chr1	90376298	90376811	Module_1832	GEMIN8P4
chr6	90509153	90510064	Module_32418	MDN1
chr6	90509153	90510064	Module_32418	CASP8AP2
chr9	90993873	90994695	Module_37766	SPIN1
chr10	91404407	91405716	Module_4776	KIF20B
chr10	91404407	91405716	Module_4776	PANK1
chr10	91404407	91405716	Module_4776	SLC16A12
chr10	91404407	91405716	Module_4776	IFIT5
chr15	91414241	91415830	Module_12720	FURIN
chr15	91499801	91501159	Module_12727	RCCD1
chr15	91499801	91501159	Module_12727	PRC1
chr15	91499801	91501159	Module_12727	UNC45A
chr15	91414241	91415830	Module_12720	FES
chr15	91499801	91501159	Module_12727	FES
chr15	91499801	91501159	Module_12727	HDDC3
