Chrom	Start	End	Module
chr12	54814306	54814908	Module_8445
chr18	54817942	54818545	Module_17040
chr12	54821830	54822653	Module_8446
chr5	54822933	54823433	Module_29614
chr12	54825514	54826295	Module_8447
chr14	54828735	54829843	Module_10696
chr14	54833466	54834110	Module_10697
chr13	54841118	54841800	Module_10008
chr1	54841324	54841837	Module_1506
chr13	54841359	54841859	Module_10009
chr7	54841622	54842348	Module_34134
chr13	54842332	54842857	Module_10010
chr1	54844048	54845347	Module_1507
chr1	54845711	54846211	Module_1508
chr7	54848640	54849695	Module_34135
chr7	54850457	54850957	Module_34136
chr7	54852763	54853263	Module_34137
chr7	54856016	54856657	Module_34138
chr1	54857098	54857749	Module_1509
chrX	54867443	54868067	Module_39428
chr5	54867576	54868095	Module_29615
chrX	54867702	54868202	Module_39429
chr4	54867714	54868214	Module_28065
chr1	54870902	54871501	Module_1510
chr1	54872684	54873498	Module_1511
chr18	54877281	54877802	Module_17041
chr1	54877319	54878052	Module_1512
chr4	54881626	54882185	Module_28066
chr14	54887155	54887772	Module_10698
chr17	54896792	54897333	Module_15728
chr8	54897835	54898452	Module_36141
chr4	54898489	54898989	Module_28067
chr19	54910532	54911032	Module_19256
chr20	54918937	54919532	Module_23190
chr5	54920810	54921783	Module_29616
chr19	54921861	54922796	Module_19257
chr20	54922779	54923279	Module_23191
chr8	54923752	54924252	Module_36142
chr20	54927003	54927503	Module_23192
chr19	54927823	54928323	Module_19258
chr13	54930875	54931854	Module_10011
chr19	54931380	54931899	Module_19259
chr13	54931476	54931976	Module_10012
chr19	54931494	54932802	Module_19260
chr5	54932532	54933167	Module_29617
chr19	54933225	54933725	Module_19261
chr20	54935737	54936285	Module_23193
chr14	54939089	54939601	Module_10699
chr19	54940960	54941462	Module_19262
chr1	54941367	54941867	Module_1513
chr19	54941811	54942340	Module_19263
chr12	54943077	54943770	Module_8448
chr8	54944947	54945447	Module_36143
chr19	54946674	54947678	Module_19264
chr13	54947290	54947897	Module_10013
chrX	54947871	54948516	Module_39430
chr19	54950375	54951059	Module_19265
chr1	54953816	54954321	Module_1514
chr12	54954093	54954682	Module_8449
chr1	54954750	54955426	Module_1515
chr4	54957115	54957760	Module_28068
chr4	54958084	54958697	Module_28069
chr12	54958545	54959275	Module_8450
chr12	54959382	54959921	Module_8451
chr4	54959511	54960347	Module_28070
chr4	54961452	54961952	Module_28071
chr4	54962708	54963208	Module_28072
chr12	54964794	54965760	Module_8452
chr12	54966467	54966967	Module_8453
chr16	54968685	54969185	Module_13697
chr4	54969398	54970386	Module_28073
chr16	54969953	54970592	Module_13698
chr16	54971038	54971896	Module_13699
chr16	54972036	54972669	Module_13700
chr12	54973551	54974090	Module_8454
chr4	54975278	54975866	Module_28074
chr19	54975448	54975948	Module_19266
chr4	54975463	54975963	Module_28075
chr19	54975463	54975963	Module_19267
chr4	54975478	54975978	Module_28076
chr19	54975576	54976076	Module_19268
chr4	54975576	54976076	Module_28077
chr19	54975576	54976090	Module_19269
chr4	54975623	54976123	Module_28078
chr19	54975731	54976254	Module_19270
chr5	54975977	54976477	Module_29618
chr19	54982193	54982956	Module_19271
chr12	54983735	54984235	Module_8455
chr12	54984375	54984875	Module_8456
chr5	54987213	54987814	Module_29619
chr8	54989022	54989522	Module_36144
chr12	54990171	54990838	Module_8457
chr5	54997358	54997858	Module_29620
chr14	54999627	55000182	Module_10700
chr17	55002539	55003039	Module_15729
chr17	55003554	55004709	Module_15730
chr1	55007727	55008517	Module_1516
chr5	55008021	55008590	Module_29621
chr1	55008111	55008611	Module_1517
chr5	55008126	55008626	Module_29622
chr17	55017195	55017814	Module_15731
chr8	55018663	55019263	Module_36145
chr8	55020108	55020608	Module_36146
chr18	55020803	55021530	Module_17042
chr20	55022337	55022837	Module_23194
chr14	55022906	55023406	Module_10701
chr1	55029896	55030396	Module_1518
chr14	55031809	55033737	Module_10702
chr5	55044988	55045488	Module_29623
chr8	55065785	55066285	Module_36147
chr8	55078284	55079310	Module_36148
chr20	55079140	55079640	Module_23195
chr17	55087156	55087768	Module_15732
chr7	55087287	55087787	Module_34139
chr17	55088009	55088509	Module_15733
chr8	55091005	55091505	Module_36149
chr18	55094746	55095407	Module_17043
chr4	55099202	55099853	Module_28079
chr17	55129280	55129802	Module_15734
chr8	55140617	55141117	Module_36150
chrX	55147166	55147666	Module_39431
chr17	55149453	55150197	Module_15735
chr17	55163161	55163946	Module_15736
chr17	55168318	55168818	Module_15737
chr17	55169529	55170029	Module_15738
chr17	55174787	55175287	Module_15739
chr17	55177043	55177835	Module_15740
chr20	55184265	55184765	Module_23196
chr17	55187154	55187654	Module_15741
chr20	55199855	55200502	Module_23197
chr18	55200586	55201138	Module_17044
chr20	55201354	55201921	Module_23198
chr20	55205156	55205774	Module_23199
chr20	55206277	55206916	Module_23200
chr20	55210006	55210506	Module_23201
chr18	55225061	55225581	Module_17045
chr18	55228752	55229390	Module_17046
chr1	55240587	55241144	Module_1519
chr1	55246782	55247457	Module_1520
chr2	55247063	55247563	Module_20093
chr18	55252617	55253117	Module_17047
chr7	55259629	55260271	Module_34140
chr18	55262469	55262971	Module_17048
chr2	55276427	55277132	Module_20094
chr1	55279412	55279912	Module_1521
chr2	55283217	55283775	Module_20095
chr7	55299091	55299591	Module_34141
chr7	55304729	55305659	Module_34142
chr5	55307894	55308394	Module_29624
chr17	55312086	55312586	Module_15742
chr7	55318028	55318537	Module_34143
chr17	55320407	55321042	Module_15743
chr7	55322308	55322819	Module_34144
chr17	55335243	55336196	Module_15744
chr17	55337168	55337668	Module_15745
chr14	55337241	55337803	Module_10703
chr1	55337307	55337831	Module_1522
chr14	55337396	55337926	Module_10704
chr14	55344236	55344736	Module_10705
chr7	55347578	55348176	Module_34145
chr14	55355744	55356244	Module_10706
chr2	55360820	55361469	Module_20096
chr17	55362329	55363047	Module_15746
chr7	55366855	55367374	Module_34146
chr17	55390643	55391291	Module_15747
chr12	55391728	55392228	Module_8458
chr19	55392679	55393179	Module_19272
chr12	55402740	55403240	Module_8459
chr19	55404756	55405256	Module_19273
chr12	55411052	55411552	Module_8460
chr17	55416026	55416526	Module_15748
chr1	55416044	55416668	Module_1523
chr12	55433565	55434065	Module_8461
chr7	55433726	55434594	Module_34147
chr18	55448034	55448534	Module_17049
chr2	55450419	55451212	Module_20097
chr2	55452569	55453069	Module_20098
chr12	55457054	55457554	Module_8462
chr1	55460378	55460878	Module_1524
chr15	55460420	55461036	Module_11991
chr1	55460803	55461365	Module_1525
chr12	55462110	55462610	Module_8463
chr1	55463005	55463663	Module_1526
chr1	55476339	55476908	Module_1527
chr1	55487557	55488135	Module_1528
chr16	55498972	55499531	Module_13701
chr16	55504198	55504827	Module_13702
chr1	55505659	55506785	Module_1529
chr2	55506478	55507307	Module_20099
chr3	55508158	55508732	Module_25835
chr16	55514058	55514870	Module_13703
chrX	55516166	55516666	Module_39432
chr3	55516393	55516972	Module_25836
chr3	55518896	55519717	Module_25837
chr3	55520125	55520660	Module_25838
chr3	55522541	55523041	Module_25839
chr3	55523554	55524054	Module_25840
chr14	55524379	55524879	Module_10707
chr4	55524651	55525177	Module_28080
chr16	55536788	55537288	Module_13704
chr3	55538922	55539543	Module_25841
chr4	55541876	55542631	Module_28081
chr4	55545069	55545569	Module_28082
chr3	55546684	55547296	Module_25842
chr3	55555288	55555788	Module_25843
chr14	55568721	55569343	Module_10708
chr14	55569659	55570402	Module_10709
chr14	55574321	55575185	Module_10710
chr14	55577696	55578196	Module_10711
chr19	55580441	55581217	Module_19274
chr15	55581308	55583093	Module_11992
chr19	55586923	55588113	Module_19275
chr19	55592515	55593042	Module_19276
chr7	55594363	55594863	Module_34148
chr14	55596737	55597237	Module_10712
chr19	55597437	55598955	Module_19277
chr19	55599814	55600314	Module_19278
chr19	55603345	55604220	Module_19279
chr7	55604652	55605152	Module_34149
chr14	55604684	55605210	Module_10713
chr19	55605654	55606277	Module_19280
chr7	55607106	55607804	Module_34150
chr7	55614421	55615197	Module_34151
chr15	55616158	55616874	Module_11993
chr7	55616731	55617271	Module_34152
chr7	55622869	55623771	Module_34153
chr7	55625330	55625912	Module_34154
chr19	55627614	55628114	Module_19281
chr19	55629819	55630391	Module_19282
chr15	55636040	55636823	Module_11994
chr15	55640334	55640872	Module_11995
chr15	55645032	55645614	Module_11996
chr19	55652354	55652961	Module_19283
chr19	55657506	55658754	Module_19284
chr2	55658983	55659483	Module_20100
chr19	55659044	55659568	Module_19285
chr7	55661534	55662084	Module_34155
chr19	55667639	55668345	Module_19286
chr14	55667857	55668400	Module_10714
chr19	55667916	55668416	Module_19287
chr19	55671934	55672488	Module_19288
chr1	55679896	55680463	Module_1530
chr19	55684991	55685763	Module_19289
chr15	55686909	55687409	Module_11997
chr19	55690193	55691024	Module_19290
chr1	55690699	55691199	Module_1531
chr2	55709422	55709922	Module_20101
chr18	55710877	55711630	Module_17050
chr18	55712112	55712617	Module_17051
chr18	55712802	55713309	Module_17052
chr2	55717780	55718280	Module_20102
chr14	55722803	55723303	Module_10715
chr19	55727842	55728625	Module_19291
chr2	55729833	55730333	Module_20103
chrX	55742196	55742696	Module_39433
chr5	55754260	55755358	Module_29625
chr18	55755318	55755818	Module_17053
chr5	55759836	55760343	Module_29626
chr5	55766006	55766506	Module_29627
chr18	55768481	55768981	Module_17054
chr20	55773263	55774193	Module_23202
chr5	55776112	55777092	Module_29628
chr18	55781941	55782453	Module_17055
chr20	55786817	55788023	Module_23203
chr18	55788964	55789723	Module_17056
chr20	55799808	55800308	Module_23204
chr18	55803037	55803768	Module_17057
chr15	55805925	55806571	Module_11998
chr20	55807001	55807541	Module_23205
chr18	55807820	55808320	Module_17058
chr19	55812912	55813694	Module_19292
chr15	55818634	55819291	Module_11999
chr18	55819032	55819532	Module_17059
chr20	55819309	55820267	Module_23206
chr20	55826201	55826701	Module_23207
chr18	55828771	55829521	Module_17060
chr19	55830928	55831695	Module_19293
chr19	55833549	55834049	Module_19294
chr20	55836181	55836681	Module_23208
chr20	55837353	55837853	Module_23209
chr20	55840132	55840797	Module_23210
chr20	55844212	55844712	Module_23211
chr15	55844767	55845559	Module_12000
chr20	55845241	55845894	Module_23212
chr2	55845568	55846187	Module_20104
chr18	55847194	55848015	Module_17061
chr20	55848005	55848505	Module_23213
chr19	55849983	55850483	Module_19295
chr19	55852204	55852704	Module_19296
chr4	55852206	55852825	Module_28083
chr19	55852438	55852992	Module_19297
chr18	55854140	55854640	Module_17062
chr20	55855464	55855964	Module_23214
chr18	55855961	55856663	Module_17063
chr20	55858119	55858619	Module_23215
chr19	55858214	55858714	Module_19298
chr19	55859896	55860704	Module_19299
chr18	55861062	55861738	Module_17064
chr18	55862334	55863043	Module_17065
chr18	55864487	55864987	Module_17066
chr20	55864808	55865308	Module_23216
chr19	55864982	55865624	Module_19300
chr18	55869383	55869883	Module_17067
chr19	55873571	55874071	Module_19301
chr15	55879869	55880369	Module_12001
chr19	55879996	55880496	Module_19302
chr15	55880005	55880536	Module_12002
chr19	55880074	55881097	Module_19303
chr18	55883336	55884204	Module_17068
chr19	55883851	55884351	Module_19304
chr19	55885279	55885779	Module_19305
chr14	55886026	55886633	Module_10716
chr18	55888476	55888976	Module_17069
chr19	55888886	55889660	Module_19306
chr18	55895540	55896329	Module_17070
chr19	55896150	55896650	Module_19307
chr14	55896629	55897180	Module_10717
chr20	55897999	55898623	Module_23217
chr20	55901641	55902141	Module_23218
chr19	55901773	55902310	Module_19308
chr20	55901836	55902336	Module_23219
chr19	55903954	55904678	Module_19309
chr19	55910139	55910639	Module_19310
chr17	55910331	55911026	Module_15749
chr19	55911228	55911728	Module_19311
chr17	55911353	55911853	Module_15750
chr19	55913014	55913514	Module_19312
chr18	55914448	55915054	Module_17071
chr18	55922179	55923051	Module_17072
chr2	55926769	55927269	Module_20105
chrX	55934303	55934895	Module_39434
chrX	55935086	55935666	Module_39435
chr17	55935309	55935809	Module_15751
chr17	55938244	55939753	Module_15752
chr2	55939565	55940111	Module_20106
chr17	55939614	55940114	Module_15753
chr4	55945055	55945555	Module_28084
chr2	55945450	55945950	Module_20107
chr17	55945505	55946215	Module_15754
chr2	55945733	55946233	Module_20108
chr17	55945754	55946254	Module_15755
chr2	55945821	55946341	Module_20109
chr17	55951717	55952217	Module_15756
chr19	55951751	55952251	Module_19313
chr17	55951776	55952276	Module_15757
chr19	55951860	55952360	Module_19314
chr17	55951924	55952436	Module_15758
chr15	55952436	55952936	Module_12003
chr17	55952593	55953184	Module_15759
chr15	55953335	55954062	Module_12004
chr17	55958364	55958864	Module_15760
chr19	55962554	55963285	Module_19315
chr19	55963470	55964547	Module_19316
chr20	55964160	55964660	Module_23220
chr19	55964237	55964737	Module_19317
chr20	55964245	55964759	Module_23221
chr19	55964266	55964766	Module_19318
chr20	55964273	55964773	Module_23222
chr19	55964293	55964865	Module_19319
chr20	55965043	55965543	Module_23223
chr2	55968604	55969348	Module_20110
chr17	55969744	55970292	Module_15761
chr20	55970500	55971099	Module_23224
chr19	55971974	55972474	Module_19320
chr20	55973670	55974170	Module_23225
chr20	55975502	55976002	Module_23226
chr19	55975960	55976460	Module_19321
chr17	55976056	55976659	Module_15762
chr19	55978897	55979594	Module_19322
chr17	55982437	55982937	Module_15763
chr4	55982618	55983160	Module_28085
chr19	55984748	55985248	Module_19323
chr20	55985393	55985893	Module_23227
chr17	55989143	55989643	Module_15764
chr4	55990737	55991237	Module_28086
chr19	55993178	55993818	Module_19324
chr17	55993554	55994054	Module_15765
chr4	55998789	55999334	Module_28087
chr20	56000072	56000572	Module_23228
chr19	56000606	56001106	Module_19325
chr19	56001844	56002660	Module_19326
chr17	56002716	56003216	Module_15766
chr19	56003017	56003517	Module_19327
chr17	56004228	56004808	Module_15767
chr18	56006270	56006774	Module_17073
chr17	56012792	56013478	Module_15768
chr8	56013613	56014201	Module_36151
chr15	56013754	56014342	Module_12005
chr19	56015161	56015683	Module_19328
chr20	56015868	56016661	Module_23229
chr17	56025808	56026308	Module_15769
chr17	56027986	56028486	Module_15770
chr19	56028242	56028882	Module_19329
chr15	56029521	56030021	Module_12006
chr17	56031659	56032159	Module_15771
chr15	56033498	56034316	Module_12007
chr4	56035579	56036213	Module_28088
chr19	56037682	56038182	Module_19330
chr20	56045476	56046104	Module_23230
chr19	56048958	56049586	Module_19331
chr4	56050574	56051074	Module_28089
chr20	56056411	56056911	Module_23231
chr19	56058360	56058920	Module_19332
chr19	56061210	56061779	Module_19333
chr2	56064053	56064647	Module_20111
chr17	56064357	56064942	Module_15772
chr19	56065816	56066677	Module_19334
chr15	56066366	56067031	Module_12008
chr20	56068372	56068966	Module_23232
chr17	56070906	56071406	Module_15773
chr17	56072580	56073128	Module_15774
chr20	56076523	56077023	Module_23233
chr17	56076927	56077427	Module_15775
chr15	56078365	56079088	Module_12009
chr20	56083552	56084052	Module_23234
chr20	56088899	56089814	Module_23235
chr19	56091121	56091621	Module_19335
chr19	56096956	56097633	Module_19336
chr19	56098353	56098997	Module_19337
chr12	56099481	56099981	Module_8464
chr7	56101582	56102109	Module_34156
chr20	56101733	56102233	Module_23236
chr7	56101747	56102264	Module_34157
chr12	56111580	56112279	Module_8465
chr5	56111790	56112941	Module_29629
chr12	56114833	56115333	Module_8466
chr2	56115827	56116327	Module_20112
chr19	56115966	56116466	Module_19338
chr20	56115998	56116498	Module_23237
chr19	56116010	56116519	Module_19339
chr20	56116206	56116706	Module_23238
chr19	56116241	56117095	Module_19340
chr19	56117340	56117892	Module_19341
chr5	56122629	56123512	Module_29630
chr17	56124023	56124570	Module_15776
chr5	56127888	56128517	Module_29631
chr5	56129126	56129626	Module_29632
chr12	56130741	56131376	Module_8467
chr12	56131754	56132544	Module_8468
chr15	56138102	56138620	Module_12010
chr12	56139206	56139952	Module_8469
chr12	56140589	56141089	Module_8470
chr7	56141759	56142510	Module_34158
chr19	56142871	56144217	Module_19342
chr17	56143758	56144258	Module_15777
chr19	56143784	56144284	Module_19343
chr19	56146148	56146729	Module_19344
chr4	56147332	56147866	Module_28090
chr20	56148098	56148598	Module_23239
chr2	56149496	56150135	Module_20113
chr19	56152092	56152745	Module_19345
chr19	56153929	56154485	Module_19346
chr20	56158070	56158570	Module_23240
chr17	56159152	56159652	Module_15778
chr17	56161956	56162456	Module_15779
chr19	56165954	56167067	Module_19347
chr20	56171813	56172600	Module_23241
chr18	56179389	56179889	Module_17074
chr19	56182732	56183471	Module_19348
chr4	56188314	56189033	Module_28091
chr15	56189547	56190234	Module_12011
chr5	56196559	56197127	Module_29633
chr2	56202680	56203180	Module_20114
chr5	56205756	56206669	Module_29634
chr5	56213823	56214323	Module_29635
chr12	56224081	56224971	Module_8471
chr4	56227856	56228356	Module_28092
chr4	56230854	56231372	Module_28093
chr16	56230912	56231412	Module_13705
chr4	56230923	56231423	Module_28094
chr2	56236057	56236557	Module_20115
chr20	56242678	56243178	Module_23242
chr16	56245625	56246125	Module_13706
chr5	56246432	56246940	Module_29636
chr4	56252275	56252836	Module_28095
chr20	56254656	56255156	Module_23243
chr18	56257975	56258475	Module_17075
chr20	56258948	56259448	Module_23244
chrX	56259697	56260513	Module_39436
chr20	56268272	56268772	Module_23245
chr17	56277329	56277957	Module_15780
chr18	56278785	56279525	Module_17076
chr18	56282471	56282971	Module_17077
chr20	56284086	56284628	Module_23246
chr8	56285293	56285927	Module_36152
chr15	56285478	56286102	Module_12012
chr20	56293422	56294108	Module_23247
chr4	56297962	56298593	Module_28096
chr4	56298736	56299281	Module_28097
chr18	56307582	56308082	Module_17078
chr16	56315098	56315752	Module_13707
chr12	56320501	56321097	Module_8472
chr12	56324539	56325063	Module_8473
chr17	56326679	56327335	Module_15781
chr18	56328432	56328932	Module_17079
chr12	56329192	56329820	Module_8474
chr17	56332128	56332628	Module_15782
chr15	56332685	56333185	Module_12013
chr12	56333843	56334431	Module_8475
chr17	56381630	56382210	Module_15783
chr17	56385575	56386138	Module_15784
chr6	56386961	56387482	Module_32137
chr16	56390182	56390682	Module_13708
chr6	56390814	56391362	Module_32138
chr17	56394756	56395256	Module_15785
chr6	56399523	56400505	Module_32139
chr12	56401121	56401820	Module_8476
chr17	56401540	56402209	Module_15786
chr6	56407411	56407956	Module_32140
chr4	56411814	56412572	Module_28098
chr17	56415174	56415939	Module_15787
chr17	56416250	56416928	Module_15788
chr4	56419550	56420159	Module_28099
chr6	56420061	56420658	Module_32141
chr17	56421328	56421828	Module_15789
chr18	56435443	56435943	Module_17080
chr12	56440841	56441452	Module_8477
chr17	56441824	56442390	Module_15790
chr17	56453765	56454265	Module_15791
chr5	56459330	56459830	Module_29637
chr6	56460146	56460915	Module_32142
chr8	56472173	56472673	Module_36153
chr12	56472779	56473296	Module_8478
chr18	56474081	56474581	Module_17081
chr12	56478931	56479431	Module_8479
chr5	56480308	56480808	Module_29638
chr3	56480918	56481493	Module_25844
chr6	56481675	56482175	Module_32143
chr5	56484197	56484697	Module_29639
chr3	56492735	56493235	Module_25845
chr4	56498547	56499047	Module_28100
chr3	56501031	56501641	Module_25846
chr4	56503220	56504044	Module_28101
chr12	56513091	56513711	Module_8480
chr6	56514503	56515003	Module_32144
chr18	56514594	56515282	Module_17082
chr18	56515851	56516351	Module_17083
chr18	56517361	56517861	Module_17084
chr12	56519767	56520424	Module_8481
chr12	56522806	56523357	Module_8482
chr6	56524758	56525258	Module_32145
chr6	56526213	56526713	Module_32146
chr18	56527007	56527590	Module_17085
chr18	56530522	56532243	Module_17086
chr18	56534415	56534975	Module_17087
chrX	56534572	56535345	Module_39437
chr15	56536368	56537171	Module_12014
chr15	56538058	56538636	Module_12015
chr15	56541414	56541914	Module_12016
chr4	56541519	56542019	Module_28102
chr12	56545187	56545687	Module_8483
chr15	56546379	56546897	Module_12017
chr12	56552654	56553383	Module_8484
chr12	56555351	56556019	Module_8485
chr12	56557236	56557780	Module_8486
chr3	56560566	56561066	Module_25847
chr6	56574561	56575061	Module_32147
chr6	56579100	56579600	Module_32148
chr6	56580132	56580632	Module_32149
chr16	56581088	56581824	Module_13709
chr14	56585754	56586335	Module_10718
chr6	56589837	56590337	Module_32150
chrX	56591059	56591559	Module_39438
chr17	56591455	56592013	Module_15792
chrX	56591599	56592099	Module_39439
chr17	56591606	56592288	Module_15793
chr6	56591940	56592440	Module_32151
chr18	56595406	56595906	Module_17088
chr14	56595625	56596376	Module_10719
chr14	56599026	56599526	Module_10720
chr17	56602582	56603082	Module_15794
chr14	56604435	56605051	Module_10721
chr14	56605481	56605981	Module_10722
chr17	56607955	56608455	Module_15795
chr17	56609051	56609820	Module_15796
chr6	56611689	56612410	Module_32152
chr14	56615122	56615780	Module_10723
chr6	56616287	56616787	Module_32153
chr19	56616471	56617070	Module_19349
chr19	56622350	56623011	Module_19350
chr19	56624167	56624667	Module_19351
chr6	56624249	56624833	Module_32154
chr12	56624361	56625058	Module_8487
chr3	56624640	56625140	Module_25848
chr19	56626055	56626555	Module_19352
chr6	56628894	56629394	Module_32155
chr19	56631689	56632230	Module_19353
chr15	56633329	56633829	Module_12018
chr16	56634104	56634798	Module_13710
chr6	56637477	56637977	Module_32156
chr19	56638688	56639188	Module_19354
chr6	56640356	56640925	Module_32157
chr16	56641138	56641638	Module_13711
chr15	56643248	56643748	Module_12019
chr3	56644839	56645339	Module_25849
chrX	56644874	56645374	Module_39440
chr3	56644880	56645380	Module_25850
chr19	56647615	56648399	Module_19355
chr6	56650053	56650553	Module_32158
chr12	56650954	56651499	Module_8488
chr6	56659120	56659795	Module_32159
chr19	56664688	56665272	Module_19356
chr19	56666558	56667058	Module_19357
chr6	56671090	56671590	Module_32160
chr15	56674802	56675302	Module_12020
chr16	56681521	56682300	Module_13712
chrX	56684947	56685447	Module_39441
chr15	56689464	56690173	Module_12021
chr16	56696759	56697259	Module_13713
chr3	56702148	56702648	Module_25851
chr16	56707760	56708260	Module_13714
chr4	56708080	56708831	Module_28103
chr17	56708503	56709724	Module_15797
chr16	56710580	56711080	Module_13715
chr6	56714539	56715132	Module_32161
chr6	56715823	56716412	Module_32162
chr4	56715997	56716497	Module_28104
chr6	56716036	56716536	Module_32163
chr4	56716155	56716655	Module_28105
chr6	56716172	56716672	Module_32164
chr3	56716278	56716778	Module_25852
chr6	56716345	56716845	Module_32165
chr3	56716435	56716935	Module_25853
chr6	56716576	56717076	Module_32166
chr3	56716597	56717097	Module_25854
chr6	56716651	56717157	Module_32167
chr3	56716751	56717376	Module_25855
chr16	56716911	56717411	Module_13716
chr3	56717145	56717645	Module_25856
chr3	56718550	56719050	Module_25857
chr19	56728654	56729154	Module_19358
chr6	56731081	56731696	Module_32168
chr17	56735288	56735820	Module_15798
chr16	56735917	56736417	Module_13717
chr17	56736048	56737185	Module_15799
chr16	56749815	56750315	Module_13718
chr8	56755790	56756313	Module_36154
chr17	56756556	56757198	Module_15800
chr8	56756719	56757219	Module_36155
chr17	56756727	56757321	Module_15801
chr8	56756831	56757331	Module_36156
chr8	56757522	56758118	Module_36157
chr8	56760353	56761124	Module_36158
chr8	56765952	56766478	Module_36159
chr8	56773253	56774006	Module_36160
chr6	56776029	56777195	Module_32169
chr16	56778824	56779599	Module_13719
chr15	56783333	56783833	Module_12022
chr15	56788805	56789305	Module_12023
chrX	56790613	56791113	Module_39442
chr6	56792610	56793160	Module_32170
chr4	56792931	56793431	Module_28106
chr8	56792983	56793483	Module_36161
chr8	56793732	56794232	Module_36162
chr8	56798113	56798613	Module_36163
chr19	56804997	56805545	Module_19359
chr4	56805213	56805713	Module_28107
chr8	56805497	56805997	Module_36164
chr8	56813923	56814423	Module_36165
chr16	56815551	56816051	Module_13720
chr6	56820518	56821018	Module_32171
chr19	56820836	56821470	Module_19360
chr19	56826482	56827006	Module_19361
chr6	56827651	56828437	Module_32172
chrX	56829775	56830506	Module_39443
chr8	56831126	56831626	Module_36166
chr8	56831949	56832710	Module_36167
chr12	56836938	56837715	Module_8489
chr8	56837662	56838162	Module_36168
chr4	56839531	56840031	Module_28108
chr8	56843039	56843613	Module_36169
chr8	56851994	56852494	Module_36170
chr12	56856177	56856775	Module_8490
chr12	56857910	56858662	Module_8491
chr19	56859185	56859685	Module_19362
chr19	56862578	56863078	Module_19363
chr20	56876943	56877716	Module_23248
chr6	56885965	56886581	Module_32173
chr6	56889154	56889654	Module_32174
chr12	56892372	56892872	Module_8492
chr20	56903842	56904342	Module_23249
chr6	56904854	56905426	Module_32175
chr12	56907429	56908091	Module_8493
chr4	56914828	56915847	Module_28109
chr12	56920510	56921129	Module_8494
chr8	56931485	56932077	Module_36171
chr6	56935627	56936127	Module_32176
chr18	56936170	56936852	Module_17089
chr6	56938423	56939123	Module_32177
chr1	56942957	56943553	Module_1532
chr18	56943088	56943588	Module_17090
chr1	56943100	56943604	Module_1533
chr16	56945551	56946238	Module_13721
chr20	56947783	56948661	Module_23250
chr20	56949191	56950102	Module_23251
chr20	56950320	56951079	Module_23252
chr4	56951514	56952014	Module_28110
chr4	56952177	56952867	Module_28111
chr8	56960395	56961031	Module_36172
chr16	56964668	56965168	Module_13722
chr16	56966502	56967002	Module_13723
chr8	56972393	56972982	Module_36173
chr20	56974835	56975335	Module_23253
chr18	56975774	56976305	Module_17091
chr4	56978202	56979030	Module_28112
chr1	56982524	56983024	Module_1534
chr8	56982846	56983346	Module_36174
chr16	56984931	56985481	Module_13724
chr1	56993291	56993886	Module_1535
chr4	56995318	56996182	Module_28113
chr16	56998241	56998888	Module_13725
chr20	56999111	56999611	Module_23254
chr1	56999901	57000401	Module_1536
chr1	57000906	57001526	Module_1537
chr19	57002722	57003222	Module_19364
chrX	57004515	57005015	Module_39444
chr8	57006044	57006671	Module_36175
chr8	57007696	57008196	Module_36176
chr1	57009312	57009956	Module_1538
chr15	57010938	57011497	Module_12024
chr1	57015693	57016365	Module_1539
chr4	57022155	57022897	Module_28114
chr14	57022650	57023150	Module_10724
chr16	57023270	57023855	Module_13726
chr12	57023606	57024383	Module_8495
chr15	57025210	57025710	Module_12025
chr12	57025970	57026553	Module_8496
chr12	57028005	57028519	Module_8497
chr12	57028621	57029188	Module_8498
chr1	57030441	57030941	Module_1540
chrX	57031579	57032079	Module_39445
chr1	57031790	57032290	Module_1541
chr1	57042598	57043288	Module_1542
chr18	57043639	57044142	Module_17092
chr11	57045398	57045898	Module_6259
chr4	57047476	57047976	Module_28115
chr18	57051102	57051602	Module_17093
chr18	57054121	57054705	Module_17094
chr19	57058745	57059245	Module_19365
chr6	57067035	57067535	Module_32178
chr8	57068819	57069319	Module_36177
chr18	57069546	57070054	Module_17095
chr8	57069576	57070117	Module_36178
chr11	57078596	57079352	Module_6260
chr16	57079617	57080117	Module_13727
chr11	57081035	57081535	Module_6261
chr4	57081721	57082221	Module_28116
chr11	57082882	57083382	Module_6262
chr12	57082962	57083493	Module_8499
chr12	57089445	57089990	Module_8500
chr11	57089770	57090528	Module_6263
chr11	57091366	57091907	Module_6264
chr4	57092553	57093266	Module_28117
chr12	57094325	57094856	Module_8501
chr3	57096081	57096581	Module_25858
chrX	57096872	57097372	Module_39446
chr8	57101666	57102309	Module_36179
chr12	57109439	57109939	Module_8502
chr12	57110091	57110591	Module_8503
chr8	57110738	57111492	Module_36180
chr3	57112815	57113358	Module_25859
chr11	57112899	57113440	Module_6265
chr3	57112946	57113491	Module_25860
chr11	57113026	57113526	Module_6266
chr3	57113053	57113592	Module_25861
chr11	57113094	57113594	Module_6267
chr16	57113155	57113655	Module_13728
chr8	57114843	57115366	Module_36181
chr11	57117064	57117628	Module_6268
chr12	57117862	57118362	Module_8504
chr16	57118082	57118790	Module_13729
chr6	57119151	57119732	Module_32179
chr19	57124117	57124617	Module_19366
chr16	57125051	57125788	Module_13730
chr16	57131853	57132353	Module_13731
chr11	57132393	57132988	Module_6269
chr16	57137255	57137755	Module_13732
