,T00h,T03h,T06h,T12h,T24h,T48h,T72h
seq1960_[chr5:31107283-31107453],1.722524482,1.633500458,1.856717542,1.540582039,1.501390812,1.368465891,1.358829151
seq1961_[chr5:45419487-45419657],1.451988936,1.442216074,1.655306812,1.451778555,1.337791752,1.508138886,1.362670296
seq1962_[chr5:57919441-57919611],1.540113915,1.582914368,1.548268269,1.468513562,1.51869383,1.410275141,1.391428192
seq1963_[chr5:57963078-57963248],1.640132354,1.52490788,1.904656811,1.72586711,1.561226071,1.301929338,1.33029671
seq1964_[chr5:58295687-58295857],1.929343328,2.237683038,2.340513542,1.875343183,1.752021187,2.002548939,1.637920845
seq1965_[chr5:80902064-80902234],1.726031459,1.751664356,2.002329331,1.824751142,1.745060412,1.557923101,1.63305833
seq1966_[chr5:92010148-92010318],1.489242333,1.552008568,1.759774437,1.608347493,1.677071961,1.555282543,1.597675848
seq1967_[chr5:97906606-97906776],1.488663394,1.679941492,1.828818298,1.604784157,1.406889708,1.299728844,1.33025772
seq1968_[chr5:102283477-102283647],1.953462373,1.640279804,1.987108687,1.7447493,1.663168738,1.422052386,1.497536371
seq1969_[chr5:107080552-107080722],1.698771879,1.783792959,1.898384206,1.726000966,1.583973761,1.552715812,1.346511187
seq197_[chr10:71627639-71627809],1.646712361,1.627539186,1.931041579,1.648290291,1.446036475,1.32952516,1.20792564
seq1970_[chr5:121765480-121765650],1.59877105,1.565307879,1.732877927,1.520570927,1.559724345,1.254649562,1.205536067
seq1971_[chr5:123599751-123599921],1.66718586,1.676205042,1.789299751,1.680410353,1.564705607,1.49816351,1.224579381
seq1972_[chr5:124745599-124745769],1.516820839,1.442439856,1.831105252,1.449466464,1.400706175,1.431472028,1.44203464
seq1973_[chr5:134938950-134939120],1.804997582,1.641198165,1.930371232,1.636827541,1.556003113,1.489219969,1.441495842
seq1974_[chr5:141870676-141870846],1.661707582,1.613204983,1.806136696,1.492906428,1.503599828,1.511237421,1.425071214
seq1975_[chr5:146669995-146670165],1.613271507,1.646896905,1.790173958,1.675897513,1.529993001,1.524693599,1.395148062
seq1976_[chr5:146712246-146712416],1.688138177,1.457037019,1.814957296,1.628783038,1.34755623,1.529863457,1.521627733
seq1977_[chr5:151028613-151028783],1.580979308,1.698963253,1.907558961,1.67604478,1.553866841,1.707587565,1.486075301
seq1978_[chr5:158379167-158379337],1.892835778,1.819206085,2.022634209,1.808119,1.735370795,1.481268502,1.715923
seq1979_[chr5:158489364-158489534],1.906782777,1.827345046,2.193253417,1.898870018,1.665685593,1.680151652,1.783972386
seq198_[chr10:74516842-74517012],1.660964481,1.557240991,1.846501218,1.606519698,1.353279366,1.154274212,1.462212267
seq1980_[chr5:170006723-170006893],1.636127133,1.682192403,1.842883074,1.654341169,1.498914465,1.477336586,1.370719272
seq1981_[chr6:18748530-18748700],1.615347423,1.515406864,1.737587356,1.483536253,1.339977423,1.315297315,1.106607648
seq1982_[chr6:19605939-19606109],1.847041501,1.690710167,1.886208494,1.719169206,1.614625959,1.34749501,1.360007141
seq1983_[chr6:24944187-24944357],1.58441202,1.570780932,1.862141681,1.535203536,1.383568624,1.338587163,1.420081689
seq1984_[chr6:52190848-52191018],1.668083521,1.610558889,1.9229366,1.653288796,1.4417204,1.360563575,1.272462538
seq1985_[chr6:89186204-89186374],1.526221205,1.49317551,1.589066821,1.535944239,1.555326291,1.598763183,1.565816289
seq1986_[chr6:89201088-89201258],1.61641616,1.604579242,1.945864308,1.604031037,1.527508189,1.402483402,1.375705413
seq1987_[chr6:94334271-94334441],1.555472417,1.538603638,1.637232575,1.568668782,1.501152823,1.37724665,1.226764757
seq1988_[chr6:112028146-112028316],1.656787642,1.597388305,1.575728376,1.424745796,1.448536464,1.366297832,1.190127573
seq1989_[chr6:112052832-112053002],1.706980713,1.762844204,1.85860053,1.607555255,1.649272682,1.462390304,1.4274973
seq199_[chr10:74646843-74647013],1.911436854,1.954833799,2.215442958,1.859489095,1.765132269,1.728598849,1.575559316
seq1990_[chr6:115257347-115257517],1.692085919,1.851494434,2.137931877,1.721165276,1.607317967,1.696884243,1.674128702
seq1991_[chr6:115262360-115262530],1.565487938,1.473995843,1.797462371,1.500598596,1.375976907,1.319174518,1.306982573
seq1992_[chr6:125425640-125425810],1.412789364,1.650261374,1.782864398,1.462091079,1.421951755,1.257370293,1.23873058
seq1993_[chr6:134348506-134348676],1.427139204,1.359211651,1.712221539,1.486805384,1.571026318,1.425714123,1.096380647
seq1994_[chr6:135572133-135572303],2.407280469,2.117477451,2.382620177,2.361085267,2.578112908,2.926214445,2.464718145
seq1995_[chr6:140209846-140210016],1.731938247,1.697416135,2.113436382,1.959839849,1.64535247,1.472365137,1.526056276
seq1996_[chr6:155920768-155920938],1.755038982,1.704567753,1.972383225,1.592712183,1.554844825,1.341522383,1.300831437
seq1997_[chr6:165934749-165934919],1.897195736,1.735064144,2.05973894,1.91814656,1.387668743,1.462525328,1.559406781
seq1998_[chr7:8229412-8229582],1.639736033,1.587083674,1.776390401,1.589041304,1.494995994,1.454826506,1.360997431
seq1999_[chr7:18461327-18461497],1.493219532,1.570740343,1.832295367,1.505202545,1.473602291,1.409846899,1.177403029
seq2_[chr1:2478386-2478556],2.616920068,2.634203235,2.933401414,2.722143393,2.773676068,2.553862819,2.064405828
seq20_[chr1:12676022-12676192],2.049426273,2.016408235,2.757503357,2.38305449,2.123373619,2.290287798,1.686908414
seq200_[chr10:77161522-77161692],1.873395108,1.815431699,2.11972111,1.972588649,2.05693326,1.856499154,1.660968733
seq2000_[chr7:21081387-21081557],1.781387889,1.73683469,2.063790592,1.677963144,1.574353229,1.406770126,1.32179524
seq2001_[chr7:29596496-29596666],1.47481914,1.510617309,1.403955013,1.416969496,1.455911574,1.561273305,1.318250388
seq2002_[chr7:30596585-30596755],1.590227855,1.672811192,2.009025437,1.67234068,1.605231698,1.83470421,1.521890874
seq2003_[chr7:31082708-31082878],1.917422288,2.026407538,2.219806979,2.004748864,1.728191432,1.807729174,1.534022391
seq2004_[chr7:31750003-31750173],1.881361618,2.066296254,2.298327699,2.191631521,1.998120692,1.637532334,1.589866475
seq2005_[chr7:31807457-31807627],1.425202005,1.598054358,1.642259047,1.590592773,1.394961894,1.407527379,1.251707793
seq2006_[chr7:41989656-41989826],1.678324643,1.727614446,1.876649364,1.743916078,1.599663144,1.598470853,1.542824475
seq2007_[chr7:42105678-42105848],1.685374041,1.544461309,1.915910003,1.582110431,1.432133268,1.570299262,1.302619448
seq2008_[chr7:42252343-42252513],1.768696462,1.65844737,2.00444509,1.89047326,1.685963628,1.708525715,1.371541251
seq2009_[chr7:46255633-46255803],1.78180828,1.739663927,1.911957803,1.791424719,1.626060037,1.511489979,1.264619784
seq201_[chr10:77162007-77162177],2.056014659,2.150303384,2.486439401,2.161333119,2.09368533,2.069614417,1.714094572
seq2010_[chr7:46321828-46321998],1.83680569,1.925743345,2.005450883,1.8687441,1.675736218,1.532085528,1.465767663
seq2011_[chr7:47528624-47528794],1.953601471,1.754070129,2.020113259,1.788453723,1.661031196,1.590464305,1.554859834
seq2012_[chr7:47945211-47945381],1.713675426,1.715057076,2.07875507,1.604021739,1.540894394,1.475370401,1.49936355
seq2013_[chr7:116017867-116018037],1.543601261,1.650674758,1.948242427,1.63249669,1.570351552,1.401655121,1.139253575
seq2014_[chr7:121969304-121969474],1.682250029,1.738112323,1.826364734,1.568700129,1.513828345,1.394069027,1.109225717
seq2015_[chr7:131569341-131569511],1.512701132,1.580446696,1.768995396,1.641094124,1.489153852,1.467898025,1.265678721
seq2016_[chr7:154148708-154148878],1.639154607,1.712451741,1.851393931,1.767828033,1.566193636,1.436132239,1.539014073
seq2018_[chr8:6473929-6474099],1.560850336,1.491749289,1.595583693,1.479111171,1.461303539,1.376111462,1.312669231
seq2019_[chr8:8771625-8771795],1.654652238,1.604643319,1.701849432,1.60879106,1.456266309,1.271679223,1.14235026
seq202_[chr10:77301875-77302045],1.485900815,1.439692601,1.446250779,1.663375211,1.499733013,1.630759428,1.447883508
seq2020_[chr8:13214951-13215121],1.718824559,1.662377594,1.948162099,1.554926503,1.506766319,1.60424653,1.454441935
seq2021_[chr8:34273191-34273361],1.668015229,1.681161124,1.878704296,1.543082787,1.388202695,1.506826571,1.341482788
seq2022_[chr8:38329724-38329894],2.152436439,2.249964579,2.5332062,2.166449847,2.079185937,2.161915373,2.217358836
seq2023_[chr8:41158710-41158880],1.751262073,1.611938497,2.079183106,1.650435969,1.678159965,1.507964314,1.452390676
seq2024_[chr8:41168776-41168946],1.699463663,1.599165449,1.958786588,1.651613604,1.507764086,1.732784356,1.631286271
seq2025_[chr8:62420330-62420500],1.628725468,1.567206244,1.759720337,1.561911606,1.416171819,1.343880733,1.35632688
seq2026_[chr8:63197953-63198123],1.678243847,1.616885199,1.869785513,1.793954389,1.825489177,1.565513479,1.600633035
seq2027_[chr8:65936285-65936455],1.790843739,1.66365705,1.888185195,1.766662313,1.680977635,1.668226899,1.451354759
seq2028_[chr8:77687726-77687896],1.625268559,1.672194954,1.844789867,1.547486683,1.448266059,1.334521562,1.223132762
seq2029_[chr8:89100768-89100938],1.656709356,1.886963114,1.981869105,1.67480097,1.590921689,2.075786466,2.166871458
seq203_[chr10:77842878-77843048],2.602142191,2.710974614,2.974230257,2.645685949,2.485972813,2.023684535,1.762376719
seq2030_[chr8:91682663-91682833],1.611120632,1.316846321,1.505696665,1.595519438,1.428910215,1.479904458,1.532862273
seq2031_[chr8:102901369-102901539],1.578674884,1.593917025,1.870681139,1.662228756,1.677066421,1.574725639,1.460753778
seq2032_[chr8:109092236-109092406],1.534582187,1.787307023,1.877393333,1.547508952,1.535320839,1.468533321,1.063437219
seq2033_[chr8:109799081-109799251],1.588153368,1.746969378,1.792558108,1.573863292,1.450497834,1.364042874,1.35174735
seq2034_[chr8:134968074-134968244],1.65304162,1.595137755,1.733595945,1.66557553,1.517601429,1.43798712,1.294407686
seq2035_[chr8:139892955-139893125],1.44011686,1.683465578,1.78140583,1.617776827,1.494110709,1.339819513,1.208444487
seq2036_[chr9:3954423-3954593],1.597283369,1.542279284,1.89193639,1.757591634,1.552265658,1.48105728,1.457542944
seq2037_[chr9:3954823-3954993],1.665772929,1.458118108,1.748937868,1.561600279,1.351463583,1.208730059,1.333735345
seq2038_[chr9:4050990-4051160],1.468687332,1.745064557,1.634760796,1.47368581,1.571920634,1.382870485,1.141170797
seq2039_[chr9:13966930-13967100],1.617455442,1.705019267,1.873047182,1.638016891,1.741776737,1.71831007,1.709787908
seq204_[chr10:77863178-77863348],1.520625334,1.370458806,1.772944623,1.53059489,1.707636268,1.468466031,1.669098553
seq2040_[chr9:16309427-16309597],1.958672765,1.99165138,2.313761549,2.172794813,1.811861044,1.87918747,1.64395526
seq2041_[chr9:20252895-20253065],1.601734871,1.60039083,1.719275134,1.492683902,1.278703786,1.288883482,1.413337911
seq2042_[chr9:23291150-23291320],1.573808753,1.395952499,1.594955652,1.4480583,1.335904426,1.305253701,1.191614366
seq2043_[chr9:23799700-23799870],1.515396372,1.62772186,1.889610201,1.650272648,1.425515116,1.444081981,1.304858502
seq2044_[chr9:72158029-72158199],2.030751044,2.134563226,2.337795922,2.10339947,1.954803618,1.94196679,1.770649178
seq2045_[chr9:73181796-73181966],1.587003194,1.564502965,1.849574919,1.688393806,1.37247335,1.505499938,1.223645984
seq2046_[chr9:73886663-73886833],1.513762247,1.406451535,1.355156359,1.326615189,1.389165406,1.364204972,1.311657073
seq2047_[chr9:73998299-73998469],2.206642602,2.105202076,2.129312305,2.231801105,1.999944,1.878541883,1.699618821
seq2048_[chr9:74382773-74382943],1.685296139,1.648652277,1.821325221,1.879497124,1.580111502,1.549917208,1.434823074
seq2049_[chr9:75895166-75895336],1.780412578,1.631851201,2.013844777,1.654395773,1.444236526,1.392280716,1.224176491
seq205_[chr10:77909540-77909710],1.717060624,1.600561108,1.854471831,1.688425558,1.492708542,1.388997999,1.22423556
seq2050_[chr9:100168888-100169058],1.646628283,1.606169163,1.721812819,1.594478841,1.349406284,1.493665504,1.135141139
seq2051_[chr9:108414177-108414347],1.974274667,2.201924519,2.400408311,2.093824929,2.083334431,2.852058665,3.675768287
seq2052_[chr9:108420773-108420943],1.744003033,1.547344567,2.075209113,1.685358306,1.560159302,1.469510841,1.411590573
seq2053_[chr9:108438869-108439039],1.647915841,1.881912875,2.026027297,1.723393483,1.593217223,1.555965558,1.432494133
seq2054_[chr9:113765665-113765835],1.522224146,1.691688132,1.70404616,1.405243735,1.455167549,1.308040299,1.267456809
seq2055_[chr9:113861795-113861965],2.002317087,1.983504915,2.057492949,1.727826345,1.914389833,1.679275866,1.208911427
seq2056_[chr9:117483997-117484167],1.506397964,1.527256233,1.695039809,1.667482309,1.41445589,1.294643839,1.196574995
seq2057_[chr9:117880883-117881053],1.640761596,1.642019571,1.919489533,1.691708314,1.493269942,1.411646258,1.216080092
seq2058_[chr9:129216679-129216849],1.681497727,1.659198824,1.920075756,1.649559782,1.485094724,1.371153548,1.302144306
seq2059_[chr9:129719739-129719909],1.507465946,1.586677485,1.774499095,1.583709783,1.446319047,1.355112511,1.4922132
seq206_[chr10:77910406-77910576],1.589041478,1.496252245,1.816306741,1.518807496,1.354508334,1.326190116,1.250839211
seq2060_[chr9:135016844-135017014],1.788562877,1.825314852,1.975172096,1.75753335,1.58384158,1.59533073,1.272696504
seq2061_[chr9:135484500-135484670],1.587827531,1.54695711,1.873931114,1.57053406,1.474241582,1.348647614,1.226414536
seq2062_[chrX:68137790-68137960],1.722522871,1.597862735,1.831681196,1.558409263,1.483354962,1.35944586,1.477768825
seq2063_[chrX:131631573-131631743],1.539101427,1.710531818,2.23148645,1.916585278,1.709591193,2.220969793,2.366903332
seq2065_[chr1:38507625-38507795],1.641215359,1.635279656,1.895479908,1.588821492,1.40231427,1.313686969,1.15615073
seq2066_[chr1:38518914-38519084],2.042291529,2.077686088,2.302414927,2.144771147,2.040395797,1.882267855,1.570570379
seq2067_[chr1:38529894-38530064],1.811195353,1.749618692,2.022263586,1.778847207,1.638500408,1.545100417,1.401175431
seq2068_[chr1:38537585-38537755],1.636991765,1.592271912,1.805111716,1.565493898,1.508505128,1.428844607,1.309106268
seq2069_[chr1:38541869-38542039],1.524934323,1.429594552,1.812226689,1.470473181,1.341679644,1.311264055,1.186740174
seq207_[chr10:80053347-80053517],1.718113814,1.705400265,2.009195079,1.668447406,1.581602328,1.451400962,1.264962072
seq2070_[chr1:38549333-38549503],1.627949184,1.617291703,1.853189111,1.649405276,1.539723015,1.476649827,1.224315829
seq2071_[chr1:38605791-38605961],2.009954731,2.045026029,2.225884202,1.967167956,2.016287483,1.805205671,1.620344913
seq2072_[chr1:38648860-38649030],2.140873316,2.114774957,2.409044082,2.392546035,2.27358198,2.225507165,1.914622414
seq2073_[chr1:38709916-38710086],1.98476959,2.016358232,2.141880419,1.898360426,1.815698737,1.663580138,1.387468653
seq2074_[chr1:38736206-38736376],2.507352847,2.319907604,2.418314782,2.090321163,1.998858181,1.704162468,1.486946889
seq2075_[chr1:38751484-38751654],1.686301014,1.594406447,1.791581343,1.676926609,1.541707941,1.488998034,1.394278939
seq2076_[chr1:38758020-38758190],2.231640497,2.255556752,2.424674348,2.237064068,2.271231252,2.061097511,1.77572192
seq2077_[chr1:38869458-38869628],1.871273962,1.750424253,1.957121693,1.791251385,1.850236705,1.537846731,1.302634786
seq2078_[chr1:38884183-38884353],1.582933034,1.430437266,1.790632321,1.777693299,1.508479156,1.434202645,1.502477759
seq2079_[chr1:38910333-38910503],1.52287213,1.602544295,1.608242787,1.403874572,1.292740049,1.304445254,1.352370439
seq208_[chr10:82220592-82220762],2.332481625,2.33340802,2.480973119,2.314075653,2.257523079,2.192892378,1.820532093
seq2080_[chr11:31784973-31785143],1.672977934,1.619288758,1.983057401,1.651766308,1.416094323,1.489374708,1.27114189
seq2081_[chr11:31885099-31885269],1.894164905,1.82454487,2.16548429,1.874821231,1.736912136,1.607700678,1.394213391
seq2082_[chr11:31892645-31892815],1.678828707,1.697136371,1.933170708,1.696249728,1.537969865,1.470828345,1.290566651
seq2083_[chr11:31908841-31909011],1.694352321,1.56158149,1.82857012,1.693929814,1.541496034,1.497518744,1.429874134
seq2084_[chr12:103344292-103344462],1.724965626,1.686437811,1.941498668,1.688815229,1.533337823,1.464063681,1.404675246
seq2085_[chr12:103437392-103437562],1.767487943,1.636294939,1.972017979,1.519680927,1.578562235,1.723111938,1.325912122
seq2086_[chr12:103437628-103437798],1.689555163,1.749038755,1.91114761,1.712596647,1.574913287,1.460997687,1.343287852
seq2087_[chr12:103601913-103602083],1.810156101,1.571564576,1.990995693,1.636402964,1.453143427,1.234916757,1.345815062
seq2088_[chr13:112547651-112547821],1.761574642,1.776977084,1.996596242,1.872398402,1.781254414,1.616667208,1.538764476
seq2089_[chr13:112726838-112727008],1.850290035,1.848801533,2.088735168,1.908361824,1.906812315,1.773969866,1.46780204
seq209_[chr10:82224536-82224706],2.879484876,2.655135729,3.127394822,2.881859537,2.908471331,2.923498332,2.327398211
seq2090_[chr13:112727083-112727253],1.799864338,1.781909529,1.988477303,1.794450603,1.735847167,1.636972741,1.395323182
seq2091_[chr13:112727746-112727916],1.727670142,1.875927172,1.98456432,1.843237881,1.81398096,1.805021267,1.372743172
seq2092_[chr13:112758246-112758416],1.596867507,1.618102249,1.813520267,1.540488415,1.512229718,1.467861084,1.374880235
seq2093_[chr13:112816195-112816365],1.688280377,1.461315215,1.7425016,1.630001999,1.547025256,1.390328768,1.246661473
seq2094_[chr13:112859217-112859387],1.803683431,1.721237188,1.954760763,1.780742172,1.703573472,1.498956749,1.405886022
seq2095_[chr13:112861551-112861721],1.345984331,1.55302979,1.645823953,1.474037678,1.533626519,1.236276269,1.392638603
seq2096_[chr14:57200227-57200397],2.183873476,2.261722058,2.358874584,2.139607127,2.037281876,2.05238611,1.777589186
seq2097_[chr14:57261004-57261174],1.64444884,1.580498521,1.859540609,1.664153964,1.461448573,1.362226006,1.235437821
seq2098_[chr14:57313785-57313955],1.50116565,1.622497429,1.82397513,1.607466503,1.688539659,1.489787786,1.595980453
seq2099_[chr14:57322896-57323066],2.499243324,2.437834337,2.794969706,2.360395865,2.399051173,2.096195539,1.815028181
seq21_[chr1:12678324-12678494],2.05457155,2.155880388,2.366719261,2.121618285,2.086004192,2.054518837,1.82074003
seq210_[chr10:83011342-83011512],1.510573963,1.50613716,1.843527287,1.85812615,1.501558863,1.433248107,1.115977111
seq2100_[chr14:57355117-57355287],1.618913192,1.531276669,1.668665434,1.501058729,1.395754343,1.469949578,1.39319921
seq2101_[chr14:57361378-57361548],1.702312384,1.579001892,1.920748965,1.500545152,1.411139314,1.2933295,1.266372193
seq2102_[chr14:57372146-57372316],1.534071073,1.568537132,1.881276212,1.752268462,1.558804514,1.397712146,1.269565044
seq2103_[chr14:57385998-57386168],2.044228991,2.260990195,2.326006053,2.042623795,1.802238954,1.558021252,1.176135426
seq2104_[chr14:57465497-57465667],1.567557851,1.591608833,1.808701616,1.516923356,1.451384776,1.486944765,1.49545362
seq2105_[chr18:22511207-22511377],1.422645304,1.721002086,2.013624439,1.765589764,1.385515141,1.398864258,1.239723639
seq2106_[chr18:22529973-22530143],1.728075302,1.605056933,1.939938065,1.713544531,1.636932123,1.375742013,1.317448604
seq2107_[chr18:22559278-22559448],1.658001793,1.650357236,1.913177832,1.646896005,1.480968885,1.389221479,1.280026528
seq2108_[chr18:22623883-22624053],1.495317557,1.55322878,1.769153811,1.500529464,1.556889536,1.382297124,1.369473569
seq2109_[chr18:22628079-22628249],1.862750521,1.804089788,1.999685241,2.037560316,2.244365054,2.16289608,1.901502457
seq211_[chr10:86327000-86327170],1.51801157,1.649353063,1.783951339,1.680239959,1.517132251,1.289417141,1.496900129
seq2110_[chr18:22657025-22657195],1.603027349,1.576564126,1.776873578,1.606090703,1.434852005,1.309282926,1.2850425
seq2111_[chr18:22847063-22847233],1.680840305,1.690428063,1.966357122,1.722271122,1.527584815,1.431737329,1.376406233
seq2112_[chr18:22909786-22909956],1.527925635,1.530175088,1.639485286,1.683221943,1.499821023,1.405264881,1.251598169
seq2113_[chr18:22929685-22929855],1.758359992,1.747867637,1.517721424,1.426723228,1.063621593,1.296872819,0.924947119
seq2114_[chr18:23045520-23045690],1.851663033,1.529179376,1.827119946,1.880637702,1.56912488,1.342265612,1.424523935
seq2115_[chr18:23255524-23255694],2.914127401,2.586821255,2.755761908,2.410037562,2.334556627,2.418953309,1.52180332
seq2117_[chr2:2124683-2124853],1.705984656,1.678087145,1.902871752,1.670242284,1.767166939,1.585758329,1.461033033
seq2118_[chr2:2295765-2295935],1.696225796,1.72181653,1.928980949,1.708825126,1.614835025,1.504029132,1.305445221
seq2119_[chr2:2332813-2332983],1.376487554,1.53304063,1.674639688,1.453972982,1.438672796,1.272376022,1.298691985
seq212_[chr10:86571102-86571272],1.333043621,1.381186109,1.411230497,1.524734632,1.457369909,1.637335379,1.451474028
seq2120_[chr2:2524344-2524514],1.773419752,1.79767508,2.006486469,1.716569581,1.550615436,1.488781627,1.306609537
seq2121_[chr2:2547179-2547349],2.075188251,2.185567247,2.329324201,1.954081124,1.868562895,1.644595275,1.48592314
seq2122_[chr2:2617351-2617521],1.986300586,2.051340452,2.168121146,2.009988708,1.953716149,1.839222909,1.483145166
seq2123_[chr2:2650571-2650741],1.700601904,1.792662546,1.990494221,1.829791108,1.659184997,1.481900145,1.300167168
seq2124_[chr2:2698628-2698798],1.577772458,1.535334611,1.887713726,1.517702822,1.464397686,1.296723713,1.139915492
seq2125_[chr2:2791814-2791984],1.570632622,1.51805452,1.912651048,1.655167245,1.429660371,1.357901254,1.330550757
seq2126_[chr2:2835494-2835664],2.103350903,2.151648986,2.490341521,2.139585915,2.203037447,1.993313824,1.645217474
seq2127_[chr3:181101740-181101910],1.902759328,1.88916087,2.142813152,1.840838931,1.847536914,1.579240557,1.302433763
seq2128_[chr3:181474680-181474850],1.592477736,1.524117694,1.846584841,1.464692158,1.335397826,1.237857248,1.314109199
seq2129_[chr3:181598213-181598383],1.584919213,1.518895765,1.727647483,1.607438497,1.595553794,1.42055693,1.412890161
seq213_[chr10:88613589-88613759],1.851636469,1.997075639,2.050992011,1.961108622,2.13252667,1.706859369,1.552740516
seq2130_[chr3:181716727-181716897],1.492105322,1.675986386,1.731133444,1.340885289,1.454801607,1.24102718,1.272417759
seq2131_[chr3:181930353-181930523],1.660755492,1.752156197,2.247609718,2.196420001,1.944971482,2.07962606,1.523440879
seq2132_[chr3:181956041-181956211],1.847684454,1.919803888,2.316453402,2.109837507,1.972334094,1.843283822,1.583332215
seq2133_[chr6:98566380-98566550],1.597997118,1.645847755,1.905379991,1.610077794,1.46517762,1.39484972,1.35136302
seq2134_[chr6:98584234-98584404],1.607037605,1.580435934,1.880019601,1.640135774,1.540411792,1.347183328,1.24801086
seq2136_[chr6:98814500-98814670],1.72525911,1.634231053,1.724836737,1.535923897,1.461575428,1.465155715,1.406784104
seq2137_[chr6:98864774-98864944],3.842212463,3.947158479,4.266273088,3.942335035,3.986114502,3.909345308,3.222225266
seq2138_[chr6:98935623-98935793],1.769533697,1.811647081,2.035405355,1.742085064,1.636089333,1.588299521,1.408569366
seq2139_[chr6:98973889-98974059],1.854144177,2.029179319,2.100994729,1.688575309,1.623439018,1.67552616,1.328241568
seq214_[chr10:90751461-90751631],1.680204884,1.658917094,1.872027235,1.646256264,1.507541621,1.444029961,1.448689758
seq2140_[chr6:99007332-99007502],1.439259219,1.58751321,1.667794409,1.543824903,1.412084937,1.267862057,1.156541354
seq2141_[chr6:99049822-99049992],1.484972059,1.631314778,1.881657795,1.518593799,1.419595023,1.440223471,1.375548143
seq2142_[chr6:99090064-99090234],1.547537929,1.491396542,1.946939739,1.625831136,1.378485606,1.485859733,1.403069754
seq2143_[chr6:99151334-99151504],3.29038736,3.314690628,3.561248383,3.448218455,3.555175062,3.538938758,3.081783729
seq2144_[chr6:99164386-99164556],1.604099381,1.621956787,1.875921304,1.620974612,1.486993808,1.377304579,1.281656482
seq2145_[chr6:99236140-99236310],1.524981906,1.477351694,1.699441408,1.402321056,1.383774424,1.349993906,1.356796455
seq2146_[chr6:99293701-99293871],1.951402499,1.972274934,2.243266383,1.967525107,1.892862916,1.696889585,1.478234629
seq2147_[chr9:126763605-126763775],1.575817358,1.451962522,1.715234851,1.699828872,1.525314352,1.54737169,1.455139782
seq2148_[chr9:126785107-126785277],1.66229098,1.641142091,1.850791945,1.605111973,1.546930088,1.391654396,1.284114892
seq2149_[chr9:126803358-126803528],1.64512512,1.735333984,1.956619072,1.793788068,1.678946655,1.636477275,1.370686453
seq215_[chr10:92690066-92690236],1.83417065,1.726562145,1.976983879,1.87568741,1.873317651,1.859848009,1.451499087
seq2150_[chr9:126872684-126872854],1.402379094,1.355941291,1.472275615,1.387481954,1.300221871,1.286071648,1.227440685
seq2151_[chr9:126887966-126888136],1.822180154,1.892660631,2.106244715,1.769036328,1.603504408,1.51019217,1.285067314
seq2152_[chr9:126889215-126889385],1.712919623,1.711477351,1.881874611,1.669394144,1.594087413,1.40945558,1.256655042
seq2154_[chr14:57366719-57366889],1.92688657,2.09116454,2.164218803,2.019842989,1.958664153,1.663312403,1.539312191
seq2155_[chr14:57369135-57369305],1.922706406,1.850627303,1.922792161,1.806272765,1.746206033,1.580503421,1.226658156
seq2156_[chr14:57370202-57370372],1.566165434,1.665712206,1.773020337,1.513627152,1.343769927,1.353404414,1.509367011
seq2157_[chr14:57431658-57431828],1.547656507,1.583411225,1.672684953,1.422713076,1.414617595,1.439665582,1.216027078
seq2158_[chr3:181425849-181426019],1.394059431,1.546280713,1.628218205,1.541456719,1.334608289,1.247632584,1.277657685
seq2159_[chr3:181433881-181434051],5.370640245,5.349501525,5.245275192,5.951426146,5.784765888,4.869598398,4.079877831
seq216_[chr10:95550308-95550478],1.783409535,1.810798241,1.8956616,1.656291463,1.496020331,1.394730054,1.657979104
seq2160_[chr3:181448754-181448924],2.262882113,2.495161684,2.762922105,2.48183872,2.519335641,2.517427929,2.013228972
seq2161_[chr3:181578200-181578370],1.598308613,1.687943266,1.963159112,1.429002578,1.488823479,1.48017771,1.439571594
seq2162_[chr1:38512643-38512813],1.634907715,1.591384376,1.795631532,1.608781422,1.532191303,1.345742315,1.185025355
seq2163_[chr2:2335725-2335895],2.597144306,2.788286275,3.051624941,2.957273831,2.725474709,2.440748151,1.814156661
seq2164_[chr3:181429415-181429585],2.190585559,2.253357635,2.45844368,2.15171851,2.154286534,2.299425947,1.784953824
seq2165_[chr6:99282262-99282432],2.211657012,2.179331043,2.376084961,2.314083039,2.266163461,2.388271204,2.014594238
seq2166_[chr9:126773515-126773685],1.729886156,1.772237044,1.973923307,1.743271446,1.624275621,1.461880227,1.262283668
seq2167_[chr12:103351077-103351247],1.721561178,1.822681309,1.97621333,1.680896116,1.57563107,1.397619613,1.255441993
seq2168_[chr13:112720866-112721036],1.632634431,1.641663766,1.708600081,1.702590327,1.514462981,1.557346283,1.259437992
seq217_[chr10:98105168-98105338],3.429324214,3.607178961,3.810079848,2.956568933,2.656412404,1.897315578,1.511480046
seq2170_[chr18:22932396-22932566],1.689425872,1.656208627,1.818105073,1.609463302,1.467780124,1.462737802,1.296878639
seq2172_[chr1:2470835-2471005],1.65132916,1.576158248,1.805649803,1.558517147,1.490647619,1.413077354,1.202043705
seq2173_[chr1:3017826-3017996],1.648027553,1.628119846,1.82200294,1.739579223,1.442291367,1.292196001,1.41301727
seq2174_[chr1:3115541-3115711],1.737195311,1.754012102,1.945209183,1.72217442,1.583596634,1.426336088,1.284751388
seq2175_[chr1:3121393-3121563],1.71614323,1.737986155,1.952498594,1.626642511,1.548228179,1.463541865,1.414957119
